v2.id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted,cf_6,cf_7,cf_8,cf_9,cf_10
,,,,,,,,,,,,,,,,,,,,2,,"01 Authentication",1
,,,,,,,,,,,,,,,,,,,,9,2,Registration,1
,,,,,,,,,,,,,,,,,,,,11,2,"Login & Sessions",1
,,,,,,,,,,,,,,,,,,,,12,2,"Password Reset",1
,,,,,,,,,,,,,,,,,,,,1,,"02 Search & Browse",1
,,,,,,,,,,,,,,,,,,,,8,1,"Filters & Facets",1
,,,,,,,,,,,,,,,,,,,,10,1,"Category Browse",1
,,,,,,,,,,,,,,,,,,,,13,1,"Search Results",1
,,,,,,,,,,,,,,,,,,,,17,1,"Product Detail (PDP)",1
,,,,,,,,,,,,,,,,,,,,3,,"03 Cart & Promotions",1
,,,,,,,,,,,,,,,,,,,,14,3,"Promo Codes",1
,,,,,,,,,,,,,,,,,,,,18,3,"Cart Persistence & Merge",1
,,,,,,,,,,,,,,,,,,,,16,3,"Cart Basics",1
,,,,,,,,,,,,,,,,,,,,6,,"04 Checkout",1
,,,,,,,,,,,,,,,,,,,,15,6,"Guest Checkout",1
,,,,,,,,,,,,,,,,,,,,19,6,"Address & Shipping",1
,,,,,,,,,,,,,,,,,,,,22,6,Payment,1
,,,,,,,,,,,,,,,,,,,,23,6,Confirmation,1
,,,,,,,,,,,,,,,,,,,,4,,"05 Orders",1
,,,,,,,,,,,,,,,,,,,,24,4,"Order History",1
,,,,,,,,,,,,,,,,,,,,25,4,Cancellation,1
,,,,,,,,,,,,,,,,,,,,27,4,"Shipment Tracking",1
,,,,,,,,,,,,,,,,,,,,7,,"06 Returns & Refunds",1
,,,,,,,,,,,,,,,,,,,,20,7,Returns,1
,,,,,,,,,,,,,,,,,,,,26,7,"Refund Status",1
,,,,,,,,,,,,,,,,,,,,5,,"07 Admin",1
,,,,,,,,,,,,,,,,,,,,21,5,"Catalog Management",1
,,,,,,,,,,,,,,,,,,,,28,5,"Order Operations",1
,,,,,,,,,,,,,,,,,,,,29,5,"Roles & Permissions",1
,,,,,,,,,,,,,,,,,,,,30,5,"Promotions Management",1
59,"Checkout: Pay by card at checkout (EU address, 3DS required)","Validates Admin behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,positive,to-be-automated,actual,no,api,classic,"1. ""Proceed to the payment step in checkout""
2. ""Enter card details""
","1. """"
2. """"
","1. """"
2. """"
",,,9,2,Registration,,,no,"Web UI","New user",Low,Automated,"EU address, 3DS required"
73,"Browse: Negative: Browse category listing (load more) and open a product (US address, EU address)","Validates Admin behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",medium,major,functional,negative,to-be-automated,actual,no,api,classic,"1. ""Open a product category page""
2. ""Scroll and load more items""
3. ""Open a product from the list""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,9,2,Registration,,,no,Payments,"New user",Low,Automated,"US address, EU address"
84,"Orders: Open latest order and verify items and totals (US address)","Validates Admin behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",medium,major,functional,positive,automated,actual,no,e2e,classic,"1. ""Sign in and open Order history""
2. ""Open the latest order""
3. ""Confirm items and totals match the order""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,9,2,Registration,,,no,"Backend API","New user",Low,Automated,"US address"
111,"Orders: View refund-in-progress status updates (EU address, Discount eligible)","Validates Admin behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",medium,major,functional,positive,automated,actual,no,api,classic,"1. ""Open an order with a refund in progress""
2. ""Review refund status""
3. ""Confirm status updates are visible""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,9,2,Registration,,,no,"Backend API","Returning user",Medium,Automated,"EU address, Discount eligible"
107,"Orders: Open latest order and verify items and totals (Out-of-stock)","Validates Admin behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,risk:high,jira:",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Sign in and open Order history""
2. ""Open the latest order""
3. ""Confirm items and totals match the order""
4. ""Confirm order status is correct""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,9,2,Registration,,,no,Admin,"New user",Medium,Automated,Out-of-stock
22,"Cart: Apply promo code updates discount and totals (3DS required)","Validates Admin behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,positive,to-be-automated,actual,no,api,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,11,2,"Login & Sessions",,,no,"Web UI","Returning user",High,"Not automated","3DS required"
9,"Cart: Merge guest cart into user cart on login (Discount eligible)","Validates Admin behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Add an item to cart as a guest""
2. ""Log in to an existing account""
3. ""Confirm guest cart items merge into the user cart""
4. ""Refresh and confirm cart remains consistent""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,11,2,"Login & Sessions",,,no,"Web UI","New user",Medium,"Not automated","Discount eligible"
3,"Auth: Request password reset from login (EU address, US address)","Validates Backend API behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,risk:high,jira:",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Open Login and select Forgot password""
2. ""Request a password reset for an existing account""
","1. """"
2. """"
","1. """"
2. """"
",,,11,2,"Login & Sessions",,,no,Payments,Guest,High,"Not automated","EU address, US address"
34,"Checkout: Guest checkout end-to-end (address, shipping, payment, place order) (US address)","Validates Admin behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Add items to cart and proceed to checkout""
2. ""Continue as guest and enter checkout email""
3. ""Enter address and select shipping""
4. ""Enter payment details and place the order""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,11,2,"Login & Sessions",,,no,Payments,Admin,High,Candidate,"US address"
43,"Admin: Sign in to admin and navigate to an admin section (US address, Discount eligible)","Validates Admin behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
","1. """"
2. """"
","1. """"
2. """"
",,,11,2,"Login & Sessions",,,no,Search,Guest,High,"Not automated","US address, Discount eligible"
61,"Orders: Open latest order and verify items and totals (US address, Out-of-stock)","Validates Admin behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Sign in and open Order history""
2. ""Open the latest order""
3. ""Confirm items and totals match the order""
4. ""Confirm order status is correct""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,11,2,"Login & Sessions",,,no,Payments,Admin,High,Automated,"US address, Out-of-stock"
88,"Orders: View refund-in-progress status updates (3DS required)","Validates Admin behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,risk:high,jira:",high,critical,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Open an order with a refund in progress""
2. ""Review refund status""
3. ""Confirm status updates are visible""
4. ""Confirm final state matches refund outcome""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,11,2,"Login & Sessions",,,no,"Backend API",Admin,Low,"Not automated","3DS required"
91,"Cart: Negative: Apply then remove promo code updates totals (US address, Out-of-stock)","Validates Admin behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,negative,to-be-automated,actual,no,e2e,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
4. ""Remove the promo and confirm totals revert""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,11,2,"Login & Sessions",,,no,"Web UI",Admin,Medium,Candidate,"US address, Out-of-stock"
16,"Orders: Request cancellation for an unshipped order (Out-of-stock)","Validates Admin behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Open an unshipped order""
2. ""Request cancellation""
3. ""Confirm cancellation""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,12,2,"Password Reset",,,no,Payments,"Returning user",Low,"Not automated",Out-of-stock
14,"Checkout: Capture order number on confirmation (Discount eligible, 3DS required)","Validates Admin behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Complete checkout successfully""
2. ""Capture the order number on the confirmation page""
","1. """"
2. """"
","1. """"
2. """"
",,,12,2,"Password Reset",,,no,"Backend API",Admin,Low,"Not automated","Discount eligible, 3DS required"
60,"Checkout: Capture order number on confirmation (US address)","Validates Admin behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",low,minor,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Complete checkout successfully""
2. ""Capture the order number on the confirmation page""
","1. """"
2. """"
","1. """"
2. """"
",,,12,2,"Password Reset",,,no,"Web UI","Returning user",Medium,Candidate,"US address"
101,"Cart: Negative: Guest cart persists after login (EU address, 3DS required)","Validates Admin behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",medium,major,functional,negative,automated,actual,no,e2e,classic,"1. ""Add an item to cart as a guest""
2. ""Log in to an existing account""
","1. """"
2. """"
","1. """"
2. """"
",,,12,2,"Password Reset",,,no,Payments,Guest,High,"Not automated","EU address, 3DS required"
120,"Search: Refine search query and verify results update (US address)","Validates Admin behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",medium,major,functional,positive,automated,actual,no,e2e,classic,"1. ""Enter a search query""
2. ""Apply sort order and review results""
3. ""Open a product from the results""
4. ""Refine the query and confirm results update""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,12,2,"Password Reset",,,no,Search,Admin,Low,Automated,"US address"
116,"Auth: Register new user and verify account via email (EU address, 3DS required)","Validates Admin behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:admin,jira:",medium,major,functional,positive,automated,actual,no,e2e,classic,"1. ""Open ShopEase and go to Sign up""
2. ""Enter a new email and a strong password""
3. ""Submit registration and open the verification email""
4. ""Verify the account and confirm the profile is active""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,12,2,"Password Reset",,,no,"Backend API",Admin,High,Candidate,"EU address, 3DS required"
6,"Search: Negative: Apply multiple facets updates search results (EU address)","Validates Payments behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Run a search for a common product""
2. ""Apply one filter facet""
3. ""Apply a second facet and confirm results update""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,8,1,"Filters & Facets",,,no,Search,"Returning user",Medium,Candidate,"EU address"
38,"Orders: Open latest order from order history (Discount eligible)","Validates Backend API behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",medium,major,functional,positive,automated,actual,no,e2e,classic,"1. ""Sign in and open Order history""
2. ""Open the latest order""
","1. """"
2. """"
","1. """"
2. """"
",,,8,1,"Filters & Facets",,,no,"Backend API",Guest,Low,"Not automated","Discount eligible"
63,"Orders: Negative: Open shipment tracking details and verify tracking link (3DS required)","Validates Backend API behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,risk:high,jira:",high,critical,functional,negative,automated,actual,no,e2e,classic,"1. ""Open a shipped order""
2. ""Open tracking details""
3. ""Verify tracking link opens correctly""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,8,1,"Filters & Facets",,,no,"Backend API","Returning user",Low,"Not automated","3DS required"
71,"Auth: Negative: Sign in and land on authenticated area (EU address, Out-of-stock)","Validates Backend API behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Open ShopEase and navigate to Login""
2. ""Sign in as a admin account""
","1. """"
2. """"
","1. """"
2. """"
",,,8,1,"Filters & Facets",,,no,"Web UI",Guest,High,"Not automated","EU address, Out-of-stock"
114,"Cart: Negative: Apply promo code updates discount and totals (US address)","Validates Backend API behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,negative,automated,actual,no,e2e,classic,"1. ""Add eligible items to the cart""
2. ""Apply a promo code""
3. ""Confirm discount and totals update""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,8,1,"Filters & Facets",,,no,"Backend API","Returning user",High,Automated,"US address"
27,"Browse: Browse category listing (load more) and open a product (Out-of-stock, 3DS required)","Validates Backend API behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",medium,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. ""Open a product category page""
2. ""Scroll and load more items""
","1. """"
2. """"
","1. """"
2. """"
",,,10,1,"Category Browse",,,no,Payments,"New user",Low,"Not automated","Out-of-stock, 3DS required"
29,"Search: Apply a filter facet updates search results (US address, Out-of-stock)","Validates Backend API behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,positive,is-not-automated,actual,no,api,classic,"1. ""Run a search for a common product""
2. ""Apply one filter facet""
","1. """"
2. """"
","1. """"
2. """"
",,,10,1,"Category Browse",,,no,"Backend API","New user",Medium,Candidate,"US address, Out-of-stock"
32,"Cart: Negative: Merge guest cart into user cart on login (Discount eligible, 3DS required)","Validates Backend API behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Add an item to cart as a guest""
2. ""Log in to an existing account""
3. ""Confirm guest cart items merge into the user cart""
4. ""Refresh and confirm cart remains consistent""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,10,1,"Category Browse",,,no,Payments,Admin,High,"Not automated","Discount eligible, 3DS required"
49,"Auth: Complete password reset via email and sign in with new password (Discount eligible)","Validates Backend API behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,positive,is-not-automated,actual,no,api,classic,"1. ""Open Login and select Forgot password""
2. ""Request a password reset for an existing account""
3. ""Open the reset email and set a new password""
4. ""Log in with the new password and confirm success""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,10,1,"Category Browse",,,no,"Web UI",Admin,Medium,Automated,"Discount eligible"
87,"Returns: Start a return request for an eligible order (US address, Out-of-stock)","Validates Backend API behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",medium,major,functional,positive,to-be-automated,actual,yes,e2e,classic,"1. ""Open an eligible order""
2. ""Start a return request""
","1. """"
2. """"
","1. """"
2. """"
",,,10,1,"Category Browse",,,no,Payments,"Returning user",High,"Not automated","US address, Out-of-stock"
110,"Returns: Create return request with reason and verify label availability (US address, 3DS required)","Validates Backend API behavior for guest scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Open an eligible order""
2. ""Start a return request""
3. ""Select a return reason and submit""
4. ""Confirm return is created and label is available""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,10,1,"Category Browse",,,no,Admin,Admin,Medium,Candidate,"US address, 3DS required"
15,"Orders: Open latest order and verify items and totals (Out-of-stock)","Validates Backend API behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Sign in and open Order history""
2. ""Open the latest order""
3. ""Confirm items and totals match the order""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,13,1,"Search Results",,,no,"Web UI","New user",Low,Automated,Out-of-stock
30,"PDP: Select variant and add product to cart (Discount eligible)","Validates Backend API behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Open a product detail page""
2. ""Select a variant and review stock status""
3. ""Add the product to cart""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,13,1,"Search Results",,,no,"Backend API","Returning user",Low,"Not automated","Discount eligible"
28,"Search: Negative: Search, sort results, and open a product (Discount eligible, Out-of-stock)","Validates Backend API behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Enter a search query""
2. ""Apply sort order and review results""
3. ""Open a product from the results""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,13,1,"Search Results",,,no,"Web UI","Returning user",High,Candidate,"Discount eligible, Out-of-stock"
47,"Auth: Register new user and verify account via email (US address)","Validates Backend API behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,positive,automated,actual,no,e2e,classic,"1. ""Open ShopEase and go to Sign up""
2. ""Enter a new email and a strong password""
3. ""Submit registration and open the verification email""
4. ""Verify the account and confirm the profile is active""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,13,1,"Search Results",,,no,Payments,"New user",Low,Automated,"US address"
75,"Search: Apply a filter facet updates search results (3DS required, US address)","Validates Backend API behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",low,minor,functional,positive,is-not-automated,actual,no,e2e,classic,"1. ""Run a search for a common product""
2. ""Apply one filter facet""
","1. """"
2. """"
","1. """"
2. """"
",,,13,1,"Search Results",,,no,"Web UI",Admin,High,"Not automated","3DS required, US address"
80,"Checkout: Negative: Guest checkout enters email and proceeds (EU address)","Validates Backend API behavior for returning user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:backend-api,jira:",medium,major,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Add items to cart and proceed to checkout""
2. ""Continue as guest and enter checkout email""
3. ""Enter address and select shipping""
","1. """"
2. """"
3. """"
","1. """"
2. """"
3. """"
",,,13,1,"Search Results",,,no,Admin,"New user",Medium,Automated,"EU address"
7,"PDP: Negative: Add variant to cart and confirm selected variant is retained (Discount eligible)","Validates Payments behavior for new user scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,jira:",low,minor,functional,negative,is-not-automated,actual,no,e2e,classic,"1. ""Open a product detail page""
2. ""Select a variant and review stock status""
3. ""Add the product to cart""
4. ""Confirm cart reflects the selected variant""
","1. """"
2. """"
3. """"
4. """"
","1. """"
2. """"
3. """"
4. """"
",,,17,1,"Product Detail (PDP)",,,no,Search,Admin,High,Automated,"Discount eligible"
66,"Admin: Sign in to admin and navigate to an admin section (Discount eligible)","Validates Payments behavior for admin scenarios.","Seeded demo users exist (see attached CSV) and API is reachable.","No persistent side effects beyond demo data; cleanup not required.","demo,component:payments,risk:high,jira:",high,critical,functional,positive,automated,actual,no,e2e,classic,"1. ""Sign in to ShopEase Admin""
2. ""Navigate to the relevant admin section""
","1. """"
2. """"
","1. """"
2. """"
",,,17,1,"Product Detail (PDP)",,,no,Payments,Admin,Low,Candidate,"Discount eligible"
